record,age,sex,grade,race4,race7,bmi,stweight
113896,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1316663,18 years old or older,Female,12th,White,White,25.608800000000002,68.04
1306999,16 years old,Male,10th,White,White,16.2939,49.9
935611,17 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,21.7128,53.52
773915,18 years old or older,Female,11th,NA,NA,20.77,49.9
332648,16 years old,Female,10th,NA,NA,NA,NA
924138,15 years old,Male,9th,Black or African American,Black or African American,33.296400000000006,120.2
1095378,15 years old,Male,9th,Black or African American,Black or African American,NA,NA
1101102,18 years old or older,Male,12th,Black or African American,Black or African American,25.0537,79.38
1313925,16 years old,Female,11th,White,White,15.695500000000001,45.36
1308365,17 years old,Male,11th,Black or African American,Black or African American,27.9377,80.74000000000001
1303831,14 years old,Male,9th,White,White,26.222699999999996,67.13
1306084,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
933683,16 years old,Female,11th,Black or African American,Black or African American,19.462499999999995,51.71
404964,15 years old,Female,10th,White,White,NA,NA
926896,17 years old,Male,11th,Black or African American,Black or African American,20.5711,58.06
268802,17 years old,Female,10th,NA,NA,NA,NA
499663,14 years old,Male,9th,All other races,Asian,29.2249,108.86
1307042,16 years old,Male,10th,White,White,25.9513,68.95
1316270,18 years old or older,Female,12th,White,White,20.290599999999998,62.14
34908,17 years old,Male,12th,White,White,NA,NA
931370,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
766281,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,23.642599999999998,70.76
1102148,18 years old or older,Male,12th,Black or African American,Black or African American,23.1936,79.38
1313549,16 years old,Female,10th,White,White,19.284999999999997,54.43
1305807,16 years old,Male,11th,White,White,29.12,97.52
40425,17 years old,Female,11th,All other races,Asian,NA,NA
115187,14 years old,Female,9th,White,White,NA,NA
1306237,16 years old,Male,10th,White,White,21.206699999999998,72.58
1311182,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,NA,NA
1309638,18 years old or older,Male,12th,Black or African American,Black or African American,30.475699999999996,102.06
42622,18 years old or older,Female,12th,All other races,Am Indian / Alaska Native,NA,NA
114868,18 years old or older,Male,12th,All other races,Am Indian / Alaska Native,NA,NA
1314325,16 years old,Female,10th,White,White,21.326,58.06
181625,15 years old,Male,12th,All other races,NA,NA,NA
1314518,17 years old,Female,12th,White,White,20.2442,49.9
935246,16 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,25.4592,49.9
501000,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,44.1565,71.22
1309112,17 years old,Male,11th,NA,NA,23.7963,71.22
935655,17 years old,Female,12th,White,White,32.4363,86.17999999999999
934522,16 years old,Female,10th,All other races,Multiple - Non-Hispanic,18.6505,43.09
1094926,14 years old,Male,9th,White,White,17.182,52.620000000000005
1096786,15 years old,Male,9th,All other races,Multiple - Non-Hispanic,NA,NA
108014,15 years old,Male,9th,All other races,NA,NA,NA
1094954,14 years old,Male,9th,All other races,Asian,30.0592,50.8
929299,18 years old or older,Male,12th,White,White,28.700599999999998,92.99000000000001
329304,14 years old,Female,9th,All other races,Asian,36.1543,98.43
1313571,16 years old,Female,11th,White,White,NA,NA
111070,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1306092,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,27.089499999999997,90.72
1312484,15 years old,Female,9th,White,White,NA,NA
333949,17 years old,Female,12th,All other races,Native Hawaiian/other PI,17.737000000000002,51.260000000000005
1305539,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,25.7701,81.64999999999999
1107198,17 years old,Female,12th,Black or African American,Black or African American,30.24,68.04
266391,16 years old,Female,11th,White,White,NA,NA
768188,14 years old,Female,10th,Black or African American,Black or African American,23.784699999999997,67.13
325176,16 years old,Male,12th,Black or African American,Black or African American,22.5615,88.45
938020,18 years old or older,Female,12th,All other races,Native Hawaiian/other PI,22.494,61.24
1309634,18 years old or older,Male,12th,White,White,21.7731,66.67999999999999
1107816,17 years old,Female,9th,Black or African American,Black or African American,24.844800000000003,61.24
32550,16 years old,Male,11th,Black or African American,Black or African American,NA,NA
1315346,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,20.245699999999996,58.51
930842,14 years old,Female,9th,White,White,28.3232,77.11
181340,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
321407,NA,NA,NA,NA,NA,NA,NA
330134,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,40.671,100.25
1314473,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,20.6594,54.89
401436,17 years old,Male,11th,All other races,Native Hawaiian/other PI,24.6289,63.05
39292,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
642512,18 years old or older,Female,12th,Black or African American,Black or African American,25.2,56.7
38697,16 years old,Female,10th,Black or African American,Black or African American,NA,NA
334950,17 years old,Female,11th,All other races,Multiple - Non-Hispanic,22.081999999999997,54.43
333654,17 years old,Female,12th,All other races,Native Hawaiian/other PI,33.269600000000004,93.9
513383,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,22.8204,56.25
763569,16 years old,Male,10th,NA,NA,16.3913,43.55
34007,17 years old,Male,11th,All other races,Asian,NA,NA
1306200,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
935893,17 years old,Female,10th,Black or African American,Black or African American,21.1611,52.160000000000004
1304148,14 years old,Male,9th,Black or African American,Black or African American,15.707199999999998,36.290000000000006
107647,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1099754,17 years old,Male,12th,All other races,Multiple - Non-Hispanic,20.045399999999997,67.13
1109390,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,19.463699999999996,56.25
1303494,15 years old,NA,10th,Black or African American,Black or African American,NA,NA
925940,16 years old,Male,9th,All other races,Am Indian / Alaska Native,19.4599,63.05
929364,18 years old or older,Male,12th,Black or African American,Black or African American,38.64810000000001,115.66999999999999
1094555,NA,Male,NA,NA,NA,NA,NA
923153,15 years old,Male,9th,Black or African American,Black or African American,23.7033,79.38
32017,15 years old,Male,10th,White,White,NA,NA
114942,18 years old or older,Male,11th,Black or African American,Black or African American,NA,NA
929276,18 years old or older,Male,12th,NA,NA,29.508699999999997,85.28
1100247,17 years old,Male,11th,Black or African American,Black or African American,26.5781,68.04
1314976,17 years old,Female,12th,All other races,Am Indian / Alaska Native,18.4258,47.17
38757,16 years old,Female,10th,White,White,NA,NA
33626,16 years old,Male,9th,White,White,NA,NA
925361,16 years old,Male,10th,Black or African American,Black or African American,27.1702,92.99000000000001
1305768,16 years old,Male,10th,NA,NA,21.031100000000002,60.78
42760,18 years old or older,Female,12th,Black or African American,Black or African American,NA,NA
183313,16 years old,Male,11th,White,White,NA,NA
768223,14 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,25.7157,72.58
39888,16 years old,Female,10th,White,White,NA,NA
1311557,15 years old,Female,9th,Black or African American,Black or African American,23.034300000000002,55.339999999999996
1304210,14 years old,Male,NA,White,White,19.492199999999997,49.9
1307060,16 years old,Male,11th,Black or African American,Black or African American,19.992699999999996,54.43
763444,16 years old,Male,11th,All other races,Native Hawaiian/other PI,27.013900000000003,97.52
769993,16 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,25.8647,62.14
1314084,16 years old,Female,10th,White,White,24.429599999999997,68.95
930149,18 years old or older,Male,12th,All other races,Multiple - Non-Hispanic,30.109900000000003,115.66999999999999
923239,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,26.29,69.85
1097060,16 years old,Male,10th,All other races,Multiple - Non-Hispanic,21.8671,74.84
265977,15 years old,Female,9th,Black or African American,Black or African American,NA,NA
1311549,15 years old,Female,9th,Black or African American,Black or African American,33.227900000000005,79.83
31642,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
116297,15 years old,Female,9th,All other races,Am Indian / Alaska Native,NA,NA
1316105,18 years old or older,Female,12th,Black or African American,Black or African American,34.9551,107.05
1108536,17 years old,Female,11th,White,White,22.757800000000003,65.77
925001,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,25.0058,74.84
107535,14 years old,Male,9th,All other races,NA,NA,NA
1312379,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1308029,17 years old,Male,11th,White,White,20.994999999999997,70.31
334879,17 years old,Female,10th,White,White,24.5412,56.7
1100065,17 years old,Male,12th,All other races,Multiple - Non-Hispanic,22.6202,71.66999999999999
185835,NA,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
1311986,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,29.0586,74.39
1102577,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,20.375,52.160000000000004
933122,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,26.974999999999998,71.66999999999999
1313035,16 years old,Female,11th,Black or African American,Black or African American,21.4759,65.77
1312522,15 years old,Female,9th,All other races,Asian,20.2442,49.9
1311824,15 years old,Female,10th,White,White,22.1484,56.7
263796,14 years old,Female,9th,All other races,Asian,NA,NA
934366,16 years old,Female,11th,White,White,23.492299999999997,70.31
929792,18 years old or older,Male,12th,Black or African American,Black or African American,NA,NA
1306347,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,25.309900000000003,75.75
1312567,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,29.452699999999997,70.76
934121,16 years old,Female,11th,NA,NA,20.486299999999996,54.43
1310603,14 years old,Female,9th,White,White,25.761699999999998,63.5
39305,16 years old,Female,11th,All other races,Asian,NA,NA
929056,18 years old or older,Male,12th,Black or African American,Black or African American,28.6445,85.73
325706,17 years old,Male,12th,Black or African American,Black or African American,19.605900000000002,73.03
1311615,15 years old,Female,9th,Black or African American,Black or African American,21.51,57.15
1311768,15 years old,Female,9th,White,White,22.6556,54.43
1100344,17 years old,Male,12th,Black or African American,Black or African American,21.9038,69.4
109567,16 years old,Male,11th,All other races,Asian,NA,NA
115066,14 years old,Female,9th,White,White,NA,NA
264411,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
326057,17 years old,Male,12th,All other races,Native Hawaiian/other PI,28.1404,86.17999999999999
1304656,15 years old,Male,9th,All other races,Native Hawaiian/other PI,NA,NA
322242,15 years old,Male,9th,All other races,Asian,19.492199999999997,49.9
397251,15 years old,Male,10th,Black or African American,Black or African American,22.494,61.24
1103942,15 years old,Female,10th,All other races,Multiple - Non-Hispanic,20.5547,52.620000000000005
768094,14 years old,Female,9th,All other races,Am Indian / Alaska Native,29.876900000000003,79.38
1105291,16 years old,Female,11th,All other races,Am Indian / Alaska Native,18.5016,44.449999999999996
933010,15 years old,Female,10th,Black or African American,Black or African American,19.9298,56.25
185153,18 years old or older,Male,12th,All other races,NA,NA,NA
935691,17 years old,Female,10th,Black or African American,Black or African American,20.2442,49.9
42522,18 years old or older,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
925831,16 years old,Male,10th,White,White,18.182699999999997,57.61
266277,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
926170,16 years old,Male,10th,Black or African American,Black or African American,27.199800000000003,86.17999999999999
1096937,15 years old,Male,9th,All other races,Am Indian / Alaska Native,20.326900000000002,55.339999999999996
937678,18 years old or older,Female,12th,White,White,21.4913,58.51
503588,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,20.8936,58.97
39022,16 years old,Female,10th,White,White,NA,NA
110210,16 years old,Male,10th,All other races,Asian,NA,NA
1094494,NA,NA,NA,NA,NA,NA,NA
936452,17 years old,Female,11th,All other races,Multiple - Non-Hispanic,18.127000000000002,NA
1307753,17 years old,Male,11th,White,White,30.2177,103.42
1104622,15 years old,Female,10th,White,White,20.2442,49.9
1306108,16 years old,Male,9th,White,White,17.2191,55.790000000000006
922856,14 years old,Male,9th,All other races,Asian,17.466199999999997,55.339999999999996
1312441,15 years old,Female,9th,White,White,24.157900000000005,65.77
1100761,17 years old,Male,11th,NA,NA,19.284999999999997,54.43
1316183,18 years old or older,Female,12th,Black or African American,Black or African American,NA,NA
1100258,17 years old,Male,11th,White,White,NA,NA
34661,17 years old,Male,12th,Black or African American,Black or African American,NA,NA
1314526,17 years old,Female,11th,NA,NA,23.1434,65.32
502383,16 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,20.580199999999998,66.67999999999999
335287,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,24.5412,56.7
931710,15 years old,Female,9th,White,White,16.560499999999998,NA
187781,16 years old,Female,11th,All other races,NA,NA,NA
122897,18 years old or older,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
399765,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
406778,16 years old,Female,11th,White,White,NA,NA
1098618,16 years old,Male,10th,White,White,33.9503,101.61
1303734,14 years old,Male,9th,All other races,Asian,29.0381,83.92
1100154,17 years old,Male,11th,NA,NA,24.5014,88.45
106893,NA,NA,NA,NA,NA,NA,NA
329627,14 years old,Female,9th,All other races,Native Hawaiian/other PI,18.6505,43.09
326156,17 years old,Male,12th,All other races,Multiple - Non-Hispanic,21.8671,74.84
1098547,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,20.486299999999996,54.43
336593,18 years old or older,Female,12th,White,White,19.619400000000002,56.7
1094530,12 years old or younger,NA,NA,Black or African American,Black or African American,NA,NA
1100456,17 years old,Male,11th,Black or African American,Black or African American,20.5889,68.95
121753,17 years old,Female,10th,White,White,NA,NA
1316064,18 years old or older,Female,12th,White,White,29.325699999999998,89.81
268436,17 years old,Female,12th,White,White,NA,NA
257996,15 years old,Male,11th,Black or African American,Black or African American,NA,NA
923081,15 years old,Male,10th,White,White,19.619400000000002,56.7
401556,17 years old,Male,11th,All other races,Native Hawaiian/other PI,23.3029,65.77
933656,16 years old,Female,9th,White,White,21.972299999999997,63.5
324627,16 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,22.494,61.24
1305558,15 years old,Male,9th,Black or African American,Black or African American,26.211100000000002,75.75
934827,16 years old,Female,10th,All other races,Asian,20.4268,50.349999999999994
37647,15 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
268171,16 years old,Female,9th,Black or African American,Black or African American,NA,NA
631432,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,25.9012,83.92
407158,17 years old,Female,12th,All other races,Multiple - Non-Hispanic,25.7643,77.11
922765,14 years old,Male,9th,White,White,21.981499999999997,71.22
1305073,15 years old,Male,10th,Black or African American,Black or African American,16.7994,54.43
925324,16 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,21.178800000000003,64.86
1303669,14 years old,Male,9th,White,White,26.211100000000002,75.75
1304167,14 years old,Male,9th,All other races,Multiple - Non-Hispanic,19.255499999999998,58.97
1307056,16 years old,Male,10th,All other races,Native Hawaiian/other PI,36.3242,92.99000000000001
938459,18 years old or older,Female,12th,White,White,19.619400000000002,56.7
923809,15 years old,Male,9th,White,White,18.961499999999997,63.5
399221,16 years old,Male,10th,All other races,Asian,24.9114,70.31
1305872,16 years old,Male,10th,Black or African American,Black or African American,25.9908,70.76
931602,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,23.992699999999996,65.32
183271,16 years old,Male,9th,Black or African American,Black or African American,NA,NA
934566,16 years old,Female,11th,Black or African American,Black or African American,25.7157,72.58
928092,17 years old,Male,11th,Black or African American,Black or African American,24.5,79.38
113660,18 years old or older,Male,10th,Black or African American,Black or African American,NA,NA
773771,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,19.631900000000005,52.160000000000004
266958,16 years old,Female,10th,Black or African American,Black or African American,NA,NA
934607,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,21.412399999999998,46.27
266200,15 years old,Female,9th,All other races,NA,NA,NA
122977,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
499528,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,23.7033,79.38
120882,17 years old,Female,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1305896,16 years old,Male,10th,Black or African American,Black or African American,21.4746,68.04
40405,17 years old,Female,12th,Black or African American,Black or African American,NA,NA
925473,16 years old,Male,10th,White,White,20.6633,79.38
32369,16 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
334033,17 years old,Female,11th,White,White,20.7581,65.77
40350,17 years old,Female,11th,Black or African American,Black or African American,NA,NA
255794,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1311365,15 years old,Female,9th,White,White,21.6602,58.97
923873,15 years old,Male,9th,All other races,Asian,15.610299999999999,46.720000000000006
323976,16 years old,Male,10th,White,White,22.484999999999996,75.3
1094798,14 years old,Male,9th,All other races,Native Hawaiian/other PI,NA,NA
937268,17 years old,Female,12th,All other races,Native Hawaiian/other PI,20.6612,56.25
396396,14 years old,Male,9th,Black or African American,Black or African American,20.4048,58.97
1308078,17 years old,Male,11th,White,White,26.5069,90.72
32288,16 years old,Male,11th,White,White,NA,NA
189070,17 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1109656,18 years old or older,Female,12th,White,White,20.578599999999998,49.44
929269,18 years old or older,Male,NA,All other races,Multiple - Non-Hispanic,27.057800000000004,85.73
185921,14 years old,Female,9th,White,White,NA,NA
325098,16 years old,Male,10th,All other races,Native Hawaiian/other PI,19.8274,53.98
630463,15 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
1315036,17 years old,Female,11th,White,White,20.5711,58.06
402953,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,20.316900000000004,53.98
33516,16 years old,Male,10th,White,White,NA,NA
504846,17 years old,Male,10th,All other races,Asian,13.6639,NA
925383,16 years old,Male,11th,White,White,26.5069,90.72
1101805,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,34.5294,99.79
1101247,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,23.8377,79.83
1309419,18 years old or older,Male,12th,Black or African American,Black or African American,31.0124,106.14
323913,16 years old,Male,9th,Black or African American,Black or African American,28.929299999999998,81.64999999999999
767677,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,19.462499999999995,51.71
1107934,17 years old,Female,12th,White,White,21.4913,58.51
1316428,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,20.5711,58.06
409047,18 years old or older,Female,12th,All other races,Asian,NA,NA
41143,17 years old,Female,11th,White,White,NA,NA
407203,17 years old,Female,10th,All other races,Multiple - Non-Hispanic,37.6678,108.86
1314541,17 years old,Female,11th,Black or African American,Black or African American,17.8945,45.809999999999995
41845,18 years old or older,Female,11th,Black or African American,Black or African American,NA,NA
36623,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
930909,14 years old,Female,9th,White,White,25.740499999999997,74.39
760510,NA,Male,NA,NA,NA,NA,NA
934772,16 years old,Female,11th,White,White,22.494,61.24
1304780,15 years old,Male,10th,White,White,19.321,62.6
932422,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
106884,NA,NA,NA,NA,NA,NA,NA
1308145,17 years old,Male,11th,White,White,28.1404,86.17999999999999
115520,14 years old,Female,9th,White,White,NA,NA
933474,16 years old,Female,11th,White,White,18.993599999999997,51.71
932639,15 years old,Female,9th,All other races,Asian,21.261699999999998,54.43
30967,14 years old,Male,9th,White,White,NA,NA
1100510,17 years old,Male,12th,White,White,19.12,71.22
1305673,15 years old,Male,10th,All other races,Multiple - Non-Hispanic,28.8816,88.45
506703,18 years old or older,Male,12th,White,White,30.065599999999996,95.26
185578,18 years old or older,Male,11th,All other races,NA,NA,NA
1102744,14 years old,Female,10th,All other races,Asian,21.1611,52.160000000000004
1313682,16 years old,Female,11th,Black or African American,Black or African American,NA,NA
40270,17 years old,Female,12th,Black or African American,Black or African American,NA,NA
1099372,17 years old,Male,10th,White,White,18.0375,57.15
1312220,15 years old,Female,9th,All other races,Multiple - Non-Hispanic,21.261699999999998,54.43
924873,16 years old,Male,9th,White,White,18.5537,63.5
923113,15 years old,Male,9th,Black or African American,Black or African American,27.8491,98.43
186023,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
632929,17 years old,Male,10th,Black or African American,Black or African American,21.697800000000004,61.24
336627,18 years old or older,Female,11th,White,White,33.3422,99.79
925776,16 years old,Male,10th,White,White,25.7157,72.58
934077,16 years old,Female,10th,White,White,29.628,73.03
1312300,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,23.003,56.7
36698,14 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
1304297,15 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,19.7751,57.15
1103955,15 years old,Female,9th,White,White,NA,NA
1313593,16 years old,Female,10th,White,White,22.757800000000003,65.77
33907,17 years old,Male,11th,Black or African American,Black or African American,NA,NA
34126,17 years old,Male,11th,Black or African American,Black or African American,NA,NA
930471,14 years old,Female,9th,White,White,20.2442,49.9
264043,14 years old,Female,9th,All other races,Asian,NA,NA
926905,17 years old,Male,10th,All other races,Am Indian / Alaska Native,NA,NA
32291,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
183454,17 years old,Male,10th,Hispanic/Latino,Hispanic/Latino,NA,NA
40459,17 years old,Female,10th,Black or African American,Black or African American,NA,NA
1316907,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,20.796,51.260000000000005
185164,18 years old or older,Male,12th,White,White,NA,NA
933749,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,26.0562,62.6
1103320,15 years old,Female,10th,White,White,17.9269,47.63
1304931,15 years old,Male,10th,White,White,18.048399999999997,52.160000000000004
333657,17 years old,Female,11th,All other races,Native Hawaiian/other PI,24.844800000000003,61.24
1313727,16 years old,Female,11th,White,White,28.0615,88.91000000000001
768915,15 years old,Female,9th,All other races,Asian,35.356399999999994,99.79
1305920,16 years old,Male,10th,Black or African American,Black or African American,NA,NA
1315336,17 years old,Female,12th,White,White,24.991699999999998,68.04
265275,15 years old,Female,9th,All other races,NA,NA,NA
1305392,15 years old,Male,10th,All other races,Am Indian / Alaska Native,26.3668,76.2
1308119,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,31.391000000000002,90.72
927866,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,20.0417,63.5
1102115,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
322963,15 years old,Male,10th,All other races,Multiple - Non-Hispanic,31.3386,88.45
187696,16 years old,Female,10th,Black or African American,Black or African American,NA,NA
1313634,16 years old,Female,11th,All other races,Multiple - Non-Hispanic,NA,NA
335572,18 years old or older,Female,11th,Black or African American,Black or African American,29.365,78.02
936127,17 years old,Female,11th,Black or African American,Black or African American,26.2089,58.97
1314721,17 years old,Female,12th,White,White,44.164100000000005,108.86
1109317,18 years old or older,Female,12th,All other races,Asian,NA,NA
108644,15 years old,Male,9th,Black or African American,Black or African American,NA,NA
37307,15 years old,Female,10th,White,White,NA,NA
1097258,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,31.391000000000002,90.72
927306,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,30.1607,106.6
1312948,16 years old,Female,11th,All other races,Asian,21.3689,48.08
1312811,16 years old,Female,10th,White,White,20.2442,49.9
937657,18 years old or older,Female,12th,All other races,Multiple - Non-Hispanic,19.631900000000005,52.160000000000004
924783,15 years old,Male,10th,White,White,30.0524,84.82
1108113,17 years old,Female,12th,Black or African American,Black or African American,29.445399999999996,72.58
1306403,16 years old,Male,10th,White,White,26.211100000000002,75.75
767518,13 years old,Female,9th,Black or African American,Black or African American,18.659300000000002,50.8
33985,17 years old,Male,12th,Black or African American,Black or African American,NA,NA
928121,17 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1312039,15 years old,Female,9th,Black or African American,Black or African American,21.6602,58.97
1098581,16 years old,Male,12th,All other races,Multiple - Non-Hispanic,21.672800000000002,72.58
106905,16 years old,NA,9th,White,White,NA,NA
1316359,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,19.992699999999996,54.43
396175,15 years old,NA,9th,White,White,NA,NA
1314926,17 years old,Female,12th,White,White,20.4618,61.24
1316370,18 years old or older,Female,12th,White,White,30.311700000000002,90.72
1315514,17 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,21.534900000000004,60.78
1305385,15 years old,Male,9th,White,White,20.317100000000003,68.04
118445,16 years old,Female,9th,All other races,NA,NA,NA
186731,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
927395,17 years old,Male,12th,White,White,NA,NA
1106231,16 years old,Female,9th,Black or African American,Black or African American,34.5515,83.01
1307683,17 years old,Male,9th,Black or African American,Black or African American,25.0537,79.38
934186,16 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,NA,NA
189557,17 years old,Female,11th,All other races,NA,NA,NA
110868,16 years old,Male,9th,All other races,Am Indian / Alaska Native,NA,NA
1316147,18 years old or older,Female,12th,Black or African American,Black or African American,20.998199999999997,55.790000000000006
629216,14 years old,Male,9th,Black or African American,Black or African American,20.2216,46.720000000000006
934926,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,20.3913,48.99
190345,17 years old,Female,9th,White,White,NA,NA
397930,15 years old,Male,10th,All other races,Asian,24.328699999999998,70.31
1309586,18 years old or older,Male,12th,Hispanic/Latino,Hispanic/Latino,23.6996,72.58
1309895,18 years old or older,Male,12th,Black or African American,Black or African American,34.1007,102.06
331447,16 years old,Female,11th,White,White,19.875,48.99
922268,14 years old,NA,NA,Black or African American,Black or African American,NA,NA
34017,17 years old,Male,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
259855,16 years old,Male,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1316666,18 years old or older,Female,12th,White,White,18.9609,48.54
38044,15 years old,Female,10th,White,White,NA,NA
1314658,17 years old,Female,11th,White,White,22.494,61.24
1316159,18 years old or older,Female,11th,Hispanic/Latino,Hispanic/Latino,NA,NA
1099721,17 years old,Male,11th,All other races,Multiple - Non-Hispanic,NA,NA
1306321,16 years old,Male,10th,White,White,17.031800000000004,52.160000000000004
266601,16 years old,Female,12th,Hispanic/Latino,Hispanic/Latino,NA,NA
769692,15 years old,Female,9th,NA,NA,NA,NA
1314233,16 years old,Female,11th,Hispanic/Latino,Hispanic/Latino,29.8201,86.17999999999999
1096824,15 years old,Male,10th,Black or African American,Black or African American,29.4012,95.26
923162,15 years old,Male,10th,White,White,21.1903,61.24
1314689,17 years old,Female,12th,Black or African American,Black or African American,21.9945,59.879999999999995
1101913,18 years old or older,Male,11th,Black or African American,Black or African American,22.958399999999997,70.31
1303758,14 years old,Male,9th,White,White,19.1367,48.99
927142,17 years old,Male,12th,Black or African American,Black or African American,26.4117,88.45
122768,18 years old or older,Female,11th,All other races,Am Indian / Alaska Native,NA,NA
1303695,14 years old,Male,9th,Black or African American,Black or African American,22.5375,59.879999999999995
1303578,14 years old,Male,9th,Hispanic/Latino,Hispanic/Latino,30.065599999999996,95.26
1109350,18 years old or older,Female,12th,All other races,Am Indian / Alaska Native,46.1798,99.79
1314042,16 years old,Female,10th,White,White,25.326,68.95
930408,14 years old,Female,9th,White,White,19.631900000000005,52.160000000000004
327693,18 years old or older,Male,12th,All other races,Multiple - Non-Hispanic,22.498599999999996,63.5
1311871,15 years old,Female,9th,Hispanic/Latino,Hispanic/Latino,18.746699999999997,42.18
261454,17 years old,Male,10th,Black or African American,Black or African American,NA,NA
931089,14 years old,Female,9th,All other races,Multiple - Non-Hispanic,23.003,56.7
938023,18 years old or older,Female,12th,Hispanic/Latino,Hispanic/Latino,45.0132,134.72
