country,population,four_regions,eight_regions,six_regions,WorldRegions,Measures,Values
Poland,38300000,europe,europe_west,europe_central_asia,Europe,CO2emissions,8.27
Poland,38300000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,3880
Poland,38300000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3440
Poland,38300000,europe,europe_west,europe_central_asia,Europe,IncomePP,22900
Poland,38300000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,76.5
Poland,38300000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,99.6
Poland,38300000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,97.9
Portugal,10600000,europe,europe_west,europe_central_asia,Europe,CO2emissions,4.48
Portugal,10600000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,4850
Portugal,10600000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3480
Portugal,10600000,europe,europe_west,europe_central_asia,Europe,IncomePP,26800
Portugal,10600000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,80.1
Portugal,10600000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,94
Portugal,10600000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,99.7
Qatar,1950000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,41.2
Qatar,1950000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,14800
Qatar,1950000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,NA
Qatar,1950000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,129000
Qatar,1950000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,80
Qatar,1950000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,NA
Qatar,1950000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,100
Romania,20300000,europe,europe_east,europe_central_asia,Europe,CO2emissions,4.18
Romania,20300000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,2640
Romania,20300000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3340
Romania,20300000,europe,europe_east,europe_central_asia,Europe,IncomePP,18100
Romania,20300000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,74.5
Romania,20300000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,97.2
Romania,20300000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,100
Russia,143000000,europe,europe_east,europe_central_asia,Europe,CO2emissions,12.3
Russia,143000000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,6490
Russia,143000000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3330
Russia,143000000,europe,europe_east,europe_central_asia,Europe,IncomePP,24100
Russia,143000000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,69.8
Russia,143000000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,NA
Russia,143000000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,96.1
Rwanda,10500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.0631
Rwanda,10500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Rwanda,10500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2210
Rwanda,10500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1420
Rwanda,10500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,65.3
Rwanda,10500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Rwanda,10500000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,54.1
Samoa,188000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,1.07
Samoa,188000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Samoa,188000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2880
Samoa,188000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,5670
Samoa,188000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,71.5
Samoa,188000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,98.6
Samoa,188000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,95
Sao Tome and Principe,179000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.574
Sao Tome and Principe,179000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Sao Tome and Principe,179000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2330
Sao Tome and Principe,179000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,2700
Sao Tome and Principe,179000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,69.3
Sao Tome and Principe,179000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Sao Tome and Principe,179000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,76.4
Saudi Arabia,28200000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,17.7
Saudi Arabia,28200000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,8020
Saudi Arabia,28200000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,3100
Saudi Arabia,28200000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,48500
Saudi Arabia,28200000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,75.3
Saudi Arabia,28200000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,82.2
Saudi Arabia,28200000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,99.7
Senegal,13300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.629
Senegal,13300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,200
Senegal,13300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2430
Senegal,13300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,2160
Senegal,13300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,64.4
Senegal,13300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Senegal,13300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,71.6
Serbia,8990000,europe,europe_east,europe_central_asia,Europe,CO2emissions,5.47
Serbia,8990000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,4490
Serbia,8990000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,2730
Serbia,8990000,europe,europe_east,europe_central_asia,Europe,IncomePP,13000
Serbia,8990000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,74.8
Serbia,8990000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,96.9
Serbia,8990000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,90
Seychelles,91800,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,3.71
Seychelles,91800,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Seychelles,91800,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,NA
Seychelles,91800,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,22600
Seychelles,91800,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,73.5
Seychelles,91800,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,92.3
Seychelles,91800,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,95.9
Sierra Leone,6610000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.136
Sierra Leone,6610000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Sierra Leone,6610000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2340
Sierra Leone,6610000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1250
Sierra Leone,6610000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,55.7
Sierra Leone,6610000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,32.6
Sierra Leone,6610000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,52.7
Singapore,5180000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,8.74
Singapore,5180000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,8650
Singapore,5180000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
Singapore,5180000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,75000
Singapore,5180000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,82.9
Singapore,5180000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Singapore,5180000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,100
Slovak Republic,5410000,europe,europe_east,europe_central_asia,Europe,CO2emissions,6.38
Slovak Republic,5410000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,5350
Slovak Republic,5410000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,2940
Slovak Republic,5410000,europe,europe_east,europe_central_asia,Europe,IncomePP,25800
Slovak Republic,5410000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,75.9
Slovak Republic,5410000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,NA
Slovak Republic,5410000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,97.9
Slovenia,2050000,europe,europe_east,europe_central_asia,Europe,CO2emissions,7.35
Slovenia,2050000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,6750
Slovenia,2050000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3170
Slovenia,2050000,europe,europe_east,europe_central_asia,Europe,IncomePP,28800
Slovenia,2050000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,79.8
Slovenia,2050000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,99.7
Slovenia,2050000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,99.5
Solomon Islands,540000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.367
Solomon Islands,540000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Solomon Islands,540000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2490
Solomon Islands,540000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,1970
Solomon Islands,540000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,62
Solomon Islands,540000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Solomon Islands,540000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,69.7
Somalia,12400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.0488
Somalia,12400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Somalia,12400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,NA
Somalia,12400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,614
Somalia,12400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,53.4
Somalia,12400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Somalia,12400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,34.7
South Africa,52300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,9
South Africa,52300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,4540
South Africa,52300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,3000
South Africa,52300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,12200
South Africa,52300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,55.8
South Africa,52300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,92.2
South Africa,52300000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,82.8
South Korea,49700000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,11.8
South Korea,49700000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,10100
South Korea,49700000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,3350
South Korea,49700000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,31200
South Korea,49700000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,80.4
South Korea,49700000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
South Korea,49700000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,99.1
South Sudan,10400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,NA
South Sudan,10400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
South Sudan,10400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,NA
South Sudan,10400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,3480
South Sudan,10400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,58.1
South Sudan,10400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
South Sudan,10400000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,42.7
Spain,46900000,europe,europe_west,europe_central_asia,Europe,CO2emissions,5.77
Spain,46900000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,5600
Spain,46900000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3190
Spain,46900000,europe,europe_west,europe_central_asia,Europe,IncomePP,32100
Spain,46900000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,82.2
Spain,46900000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Spain,46900000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Sri Lanka,20300000,asia,asia_west,south_asia,Asia,CO2emissions,0.745
Sri Lanka,20300000,asia,asia_west,south_asia,Asia,ElectricityUsePP,504
Sri Lanka,20300000,asia,asia_west,south_asia,Asia,FoodSupplykcPPD,2490
Sri Lanka,20300000,asia,asia_west,south_asia,Asia,IncomePP,9210
Sri Lanka,20300000,asia,asia_west,south_asia,Asia,LifeExpectancyYrs,76
Sri Lanka,20300000,asia,asia_west,south_asia,Asia,FemaleLiteracyRate,NA
Sri Lanka,20300000,asia,asia_west,south_asia,Asia,WaterSourcePrct,88.3
St. Kitts and Nevis,52000,americas,america_north,america,Americas,CO2emissions,4.44
St. Kitts and Nevis,52000,americas,america_north,america,Americas,ElectricityUsePP,NA
St. Kitts and Nevis,52000,americas,america_north,america,Americas,FoodSupplykcPPD,2470
St. Kitts and Nevis,52000,americas,america_north,america,Americas,IncomePP,21700
St. Kitts and Nevis,52000,americas,america_north,america,Americas,LifeExpectancyYrs,NA
St. Kitts and Nevis,52000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
St. Kitts and Nevis,52000,americas,america_north,america,Americas,WaterSourcePrct,99
St. Lucia,174000,americas,america_north,america,Americas,CO2emissions,2.34
St. Lucia,174000,americas,america_north,america,Americas,ElectricityUsePP,NA
St. Lucia,174000,americas,america_north,america,Americas,FoodSupplykcPPD,2580
St. Lucia,174000,americas,america_north,america,Americas,IncomePP,10800
St. Lucia,174000,americas,america_north,america,Americas,LifeExpectancyYrs,76
St. Lucia,174000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
St. Lucia,174000,americas,america_north,america,Americas,WaterSourcePrct,95.8
St. Vincent and the Grenadines,109000,americas,america_north,america,Americas,CO2emissions,1.81
St. Vincent and the Grenadines,109000,americas,america_north,america,Americas,ElectricityUsePP,NA
St. Vincent and the Grenadines,109000,americas,america_north,america,Americas,FoodSupplykcPPD,2940
St. Vincent and the Grenadines,109000,americas,america_north,america,Americas,IncomePP,9870
St. Vincent and the Grenadines,109000,americas,america_north,america,Americas,LifeExpectancyYrs,71.7
St. Vincent and the Grenadines,109000,americas,america_north,america,Americas,FemaleLiteracyRate,NA
St. Vincent and the Grenadines,109000,americas,america_north,america,Americas,WaterSourcePrct,94.7
Sudan,35200000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.445
Sudan,35200000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,142
Sudan,35200000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2350
Sudan,35200000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,3630
Sudan,35200000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,66.5
Sudan,35200000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,63.2
Sudan,35200000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,53.3
Suriname,532000,americas,america_south,america,Americas,CO2emissions,3.7
Suriname,532000,americas,america_south,america,Americas,ElectricityUsePP,3340
Suriname,532000,americas,america_south,america,Americas,FoodSupplykcPPD,2710
Suriname,532000,americas,america_south,america,Americas,IncomePP,14900
Suriname,532000,americas,america_south,america,Americas,LifeExpectancyYrs,70.5
Suriname,532000,americas,america_south,america,Americas,FemaleLiteracyRate,NA
Suriname,532000,americas,america_south,america,Americas,WaterSourcePrct,94.2
Swaziland,1230000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.856
Swaziland,1230000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Swaziland,1230000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2280
Swaziland,1230000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,7320
Swaziland,1230000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,48.9
Swaziland,1230000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,87.3
Swaziland,1230000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,63.4
Sweden,9470000,europe,europe_west,europe_central_asia,Europe,CO2emissions,5.47
Sweden,9470000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,14000
Sweden,9470000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3160
Sweden,9470000,europe,europe_west,europe_central_asia,Europe,IncomePP,43800
Sweden,9470000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,81.7
Sweden,9470000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Sweden,9470000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Switzerland,7930000,europe,europe_west,europe_central_asia,Europe,CO2emissions,4.66
Switzerland,7930000,europe,europe_west,europe_central_asia,Europe,ElectricityUsePP,7930
Switzerland,7930000,europe,europe_west,europe_central_asia,Europe,FoodSupplykcPPD,3490
Switzerland,7930000,europe,europe_west,europe_central_asia,Europe,IncomePP,55900
Switzerland,7930000,europe,europe_west,europe_central_asia,Europe,LifeExpectancyYrs,82.5
Switzerland,7930000,europe,europe_west,europe_central_asia,Europe,FemaleLiteracyRate,NA
Switzerland,7930000,europe,europe_west,europe_central_asia,Europe,WaterSourcePrct,100
Syria,20900000,asia,asia_west,middle_east_north_africa,Asia,CO2emissions,2.73
Syria,20900000,asia,asia_west,middle_east_north_africa,Asia,ElectricityUsePP,1690
Syria,20900000,asia,asia_west,middle_east_north_africa,Asia,FoodSupplykcPPD,NA
Syria,20900000,asia,asia_west,middle_east_north_africa,Asia,IncomePP,6360
Syria,20900000,asia,asia_west,middle_east_north_africa,Asia,LifeExpectancyYrs,75
Syria,20900000,asia,asia_west,middle_east_north_africa,Asia,FemaleLiteracyRate,77.8
Syria,20900000,asia,asia_west,middle_east_north_africa,Asia,WaterSourcePrct,96.6
Tajikistan,7820000,asia,asia_west,europe_central_asia,Asia,CO2emissions,0.301
Tajikistan,7820000,asia,asia_west,europe_central_asia,Asia,ElectricityUsePP,1780
Tajikistan,7820000,asia,asia_west,europe_central_asia,Asia,FoodSupplykcPPD,2050
Tajikistan,7820000,asia,asia_west,europe_central_asia,Asia,IncomePP,2210
Tajikistan,7820000,asia,asia_west,europe_central_asia,Asia,LifeExpectancyYrs,69.9
Tajikistan,7820000,asia,asia_west,europe_central_asia,Asia,FemaleLiteracyRate,99.6
Tajikistan,7820000,asia,asia_west,europe_central_asia,Asia,WaterSourcePrct,70.5
Tanzania,47600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.17
Tanzania,47600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,83.9
Tanzania,47600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2200
Tanzania,47600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,2190
Tanzania,47600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,59.9
Tanzania,47600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,NA
Tanzania,47600000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,45.2
Thailand,67500000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,4.12
Thailand,67500000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,2280
Thailand,67500000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2760
Thailand,67500000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,13500
Thailand,67500000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,76.9
Thailand,67500000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Thailand,67500000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,97.4
Timor-Leste,1130000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.217
Timor-Leste,1130000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Timor-Leste,1130000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,2110
Timor-Leste,1130000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,1960
Timor-Leste,1130000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,71.6
Timor-Leste,1130000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Timor-Leste,1130000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,64.5
Togo,6680000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.369
Togo,6680000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,133
Togo,6680000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2380
Togo,6680000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1230
Togo,6680000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,59.6
Togo,6680000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FemaleLiteracyRate,48
Togo,6680000,africa,africa_sub_saharan,sub_saharan_africa,Africa,WaterSourcePrct,58.2
Tonga,105000,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.982
Tonga,105000,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Tonga,105000,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
Tonga,105000,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,5100
Tonga,105000,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,70
Tonga,105000,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Tonga,105000,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,99.5
Trinidad and Tobago,1330000,americas,america_north,america,Americas,CO2emissions,35.2
Trinidad and Tobago,1330000,americas,america_north,america,Americas,ElectricityUsePP,6390
Trinidad and Tobago,1330000,americas,america_north,america,Americas,FoodSupplykcPPD,2910
Trinidad and Tobago,1330000,americas,america_north,america,Americas,IncomePP,31000
Trinidad and Tobago,1330000,americas,america_north,america,Americas,LifeExpectancyYrs,72.7
Trinidad and Tobago,1330000,americas,america_north,america,Americas,FemaleLiteracyRate,98.5
Trinidad and Tobago,1330000,americas,america_north,america,Americas,WaterSourcePrct,96.9
Tunisia,10800000,africa,africa_north,middle_east_north_africa,Africa,CO2emissions,2.42
Tunisia,10800000,africa,africa_north,middle_east_north_africa,Africa,ElectricityUsePP,1320
Tunisia,10800000,africa,africa_north,middle_east_north_africa,Africa,FoodSupplykcPPD,3360
Tunisia,10800000,africa,africa_north,middle_east_north_africa,Africa,IncomePP,10100
Tunisia,10800000,africa,africa_north,middle_east_north_africa,Africa,LifeExpectancyYrs,77
Tunisia,10800000,africa,africa_north,middle_east_north_africa,Africa,FemaleLiteracyRate,NA
Tunisia,10800000,africa,africa_north,middle_east_north_africa,Africa,WaterSourcePrct,92.7
Turkey,73400000,europe,europe_east,europe_central_asia,Europe,CO2emissions,4.37
Turkey,73400000,europe,europe_east,europe_central_asia,Europe,ElectricityUsePP,2700
Turkey,73400000,europe,europe_east,europe_central_asia,Europe,FoodSupplykcPPD,3670
Turkey,73400000,europe,europe_east,europe_central_asia,Europe,IncomePP,19700
Turkey,73400000,europe,europe_east,europe_central_asia,Europe,LifeExpectancyYrs,78.2
Turkey,73400000,europe,europe_east,europe_central_asia,Europe,FemaleLiteracyRate,90.3
Turkey,73400000,europe,europe_east,europe_central_asia,Europe,WaterSourcePrct,98.1
Turkmenistan,5170000,asia,asia_west,europe_central_asia,Asia,CO2emissions,12.1
Turkmenistan,5170000,asia,asia_west,europe_central_asia,Asia,ElectricityUsePP,2410
Turkmenistan,5170000,asia,asia_west,europe_central_asia,Asia,FoodSupplykcPPD,2850
Turkmenistan,5170000,asia,asia_west,europe_central_asia,Asia,IncomePP,11200
Turkmenistan,5170000,asia,asia_west,europe_central_asia,Asia,LifeExpectancyYrs,68.4
Turkmenistan,5170000,asia,asia_west,europe_central_asia,Asia,FemaleLiteracyRate,99.5
Turkmenistan,5170000,asia,asia_west,europe_central_asia,Asia,WaterSourcePrct,91.8
Tuvalu,10600,asia,east_asia_pacific,east_asia_pacific,Asia,CO2emissions,0.69
Tuvalu,10600,asia,east_asia_pacific,east_asia_pacific,Asia,ElectricityUsePP,NA
Tuvalu,10600,asia,east_asia_pacific,east_asia_pacific,Asia,FoodSupplykcPPD,NA
Tuvalu,10600,asia,east_asia_pacific,east_asia_pacific,Asia,IncomePP,3230
Tuvalu,10600,asia,east_asia_pacific,east_asia_pacific,Asia,LifeExpectancyYrs,NA
Tuvalu,10600,asia,east_asia_pacific,east_asia_pacific,Asia,FemaleLiteracyRate,NA
Tuvalu,10600,asia,east_asia_pacific,east_asia_pacific,Asia,WaterSourcePrct,98.8
Uganda,35100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,CO2emissions,0.122
Uganda,35100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,ElectricityUsePP,NA
Uganda,35100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,FoodSupplykcPPD,2180
Uganda,35100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,IncomePP,1630
Uganda,35100000,africa,africa_sub_saharan,sub_saharan_africa,Africa,LifeExpectancyYrs,57.7
